"pVal","phase","peak.shape","period","cruise","pop","param","first_peak"
0.00449529744727605,14,11,24,"KM1802","croco","Qc",2018-01-17 09:00:00
8.64198581905131e-06,6,12,24,"KOK1801","croco","abundance",2018-04-17 06:00:00
0.510493271487598,7,11,24,"KOK1801","croco","Qc",2018-04-17 07:00:00
0.935376453123377,1,7,24,"KOK1803","croco","abundance",2018-05-15 00:00:00
0.959846490551838,6,14,24,"KOK1803","croco","Qc",2018-05-15 05:00:00
0.000200400184113658,10,8,24,"KOK1804","croco","abundance",2018-06-26 08:00:00
8.87834528211866e-19,9,14,24,"KOK1804","croco","Qc",2018-06-26 07:00:00
0.0722313753380862,9,12,24,"KOK1807","croco","abundance",2018-07-24 06:00:00
0.0629094698674194,11,12,24,"KOK1807","croco","Qc",2018-07-24 08:00:00
3.37165598182479e-06,14,8,24,"KM1821","croco","abundance",2018-11-16 09:00:00
2.10611859813979e-32,13,9,24,"KM1821","croco","Qc",2018-11-16 08:00:00
0.210257319523764,2,16,24,"KM1901","croco","abundance",2019-01-14 22:00:00
0.126187166151364,12,12,24,"KM1901","croco","Qc",2019-01-15 08:00:00
0.0206978919975114,5,9,24,"KM1903","croco","abundance",2019-02-19 01:00:00
0.0560123251130667,16,11,24,"KM1903","croco","Qc",2019-02-19 12:00:00
0.361180990457873,13,7,24,"KM1909","croco","abundance",2019-06-11 10:00:00
0.91364925846274,5,7,24,"KM1909","croco","Qc",2019-06-11 02:00:00
0.000348092259559429,10,7,24,"KM1912","croco","abundance",2019-07-01 06:00:00
5.71523092526738e-14,10,16,24,"KM1912","croco","Qc",2019-07-01 06:00:00
0.000140431474018152,8,8,24,"KM1915","croco","abundance",2019-08-02 06:00:00
1.2809110187611e-16,12,11,24,"KM1915","croco","Qc",2019-08-02 10:00:00
2.39766474569867e-17,7,7,24,"KM1917","croco","abundance",2019-09-04 03:00:00
1.33454627892844e-35,12,14,24,"KM1917","croco","Qc",2019-09-04 08:00:00
8.75876805301996e-07,14,7,24,"HOT318","croco","abundance",2020-01-07 10:00:00
0.135454828668616,9,12,24,"HOT318","croco","Qc",2020-01-07 05:00:00
0.925700583291321,13,7,24,"HOT319","croco","abundance",2020-01-30 10:00:00
0.109383758819292,24,16,24,"HOT319","croco","Qc",2020-01-30 21:00:00
3.56208027734765e-18,13,7,24,"HOT321","croco","abundance",2020-08-07 07:00:00
5.94056422980454e-25,15,13,24,"HOT321","croco","Qc",2020-08-07 09:00:00
1.75058849067261e-17,24,8,24,"HOT322","croco","abundance",2020-09-03 08:00:00
4.01672309073187e-27,24,13,24,"HOT322","croco","Qc",2020-09-03 08:00:00
9.39004652615832e-08,6,7,24,"HOT323","croco","abundance",2020-09-26 06:00:00
5.70221658445449e-17,7,15,24,"HOT323","croco","Qc",2020-09-26 07:00:00
1.24201090020129e-05,4,13,24,"HOT324","croco","abundance",2020-11-18 04:00:00
1.645459555978e-07,4,16,24,"HOT324","croco","Qc",2020-11-18 04:00:00
0.0548477080403125,6,17,24,"HOT325","croco","abundance",2020-12-18 01:00:00
0.846656395533263,11,17,24,"HOT325","croco","Qc",2020-12-18 06:00:00
0.000132651718849163,10,13,24,"HOT326","croco","abundance",2021-01-12 05:00:00
0.278329804233044,14,14,24,"HOT326","croco","Qc",2021-01-12 09:00:00
